20190101,화,남,40대,서울특별시,강남구,논현동,5
20190101,화,남,40대,서울특별시,강남구,삼성동,18
20190101,화,남,40대,서울특별시,강남구,세곡동,5
20190101,화,남,40대,서울특별시,강남구,역삼동,11
20190101,화,남,40대,서울특별시,강남구,청담동,5
20190101,화,여,30대,서울특별시,강남구,일원동,5
20190101,화,여,30대,서울특별시,강남구,역삼동,5
20190101,화,여,30대,서울특별시,강남구,삼성동,10
20190101,화,여,30대,서울특별시,강남구,도곡동,5
20190101,화,여,30대,서울특별시,강남구,논현동,7
20190101,화,여,20대,서울특별시,강남구,역삼동,11
20190101,화,여,20대,서울특별시,강남구,수서동,5
20190101,화,여,20대,서울특별시,강남구,삼성동,5
20190101,화,여,20대,서울특별시,강남구,논현동,5
20190101,화,남,20대,서울특별시,강남구,개포동,5
20190101,화,남,20대,서울특별시,강남구,논현동,8
20190101,화,남,20대,서울특별시,강남구,도곡동,5
20190101,화,남,20대,서울특별시,강남구,삼성동,7
20190101,화,남,20대,서울특별시,강남구,세곡동,5
20190101,화,남,20대,서울특별시,강남구,신사동,5
20190101,화,남,20대,서울특별시,강남구,역삼동,5
20190101,화,여,10대,서울특별시,강남구,대치동,5
20190101,화,여,10대,서울특별시,강남구,개포동,5
20190101,화,여,40대,서울특별시,강남구,논현동,6
20190101,화,여,40대,서울특별시,강남구,도곡동,5
20190101,화,여,40대,서울특별시,강남구,삼성동,16
20190101,화,여,40대,서울특별시,강남구,역삼동,9
20190101,화,남,10대,서울특별시,강남구,논현동,5
20190101,화,여,50대,서울특별시,강남구,수서동,5
20190101,화,여,60대이상,서울특별시,강남구,역삼동,5
20190101,화,여,60대이상,서울특별시,강남구,삼성동,5
20190101,화,여,60대이상,서울특별시,강남구,논현동,5
20190101,화,남,60대이상,서울특별시,강남구,역삼동,5
20190101,화,남,60대이상,서울특별시,강남구,삼성동,5
20190101,화,남,30대,서울특별시,강남구,개포동,5
20190101,화,남,30대,서울특별시,강남구,논현동,5
